rezim rusak sistem sibuk cari salah ketemu komisi berantas korupsi alat besok perintah ganti ulang engah selesai organisasi orang	neutral
orang orang tuding antek asing asing sungguh tepuk tangan	neutral
anti asing	neutral
selamat moga kiprah tingkat nasional	neutral
asyikmnang ulama	neutral
ketapang tenaga kerja asing asing kerja usaha masuk pt who tambang bauksit viral pilih presiden kerja era gubernur cornelis wakil	neutral
anak pecun hobi zina haha	abusive
bom surat harga syariah negara	neutral
istirahat presiden momentum saksi telinga mata rapat bentuk pacitan	neutral
house select committee on assassination hsca temu cacat investigasi laku fbi warren commission hsca simpul tembak laku konspirasi	neutral
asa genap april gelar hajat pilih presiden acara negara indonesia pilih presiden moga senantiasa jalan aman lancar amin	neutral
ian pantat	hate speech
orang pintar agama agama nista hujat orang orang bodoh orang maaf lahir idiot harga cipta tuhan iblis pintar licik	hate speech
daftar calon presiden pilih presiden buka agustus normatif politikus partai demokrasi indonesia juang paham ganti presiden	hate speech
tolol tau perintah rezim komunis bobrok koruptor pimpin sidang dewan wakil rakyat paya cebong uniform resource locator	abusive
gue mantan mantan gue sedih pikir tidak bisa tidur lo gue anak berengsek laki	hate speech
cina usak bangsa usir tuju	hate speech
ganti presiden konstitusional hak rakyat woiii nih plonga plongo laku otoriter	abusive
mari wujud pilih kepala daerah kota bengkulu aman damai cokiadem heru	neutral
serius presiden jokowi islam nusantaraknp kristen nusantarabudhahindu kong hucu nusantara	neutral
nyata moeldoko bukti istana takut bangkit umat islam	neutral
cowok jago drasex ngentot adik luvian	hate speech
kroasia kafir tauuungapain ajar kapirudh lupa kapling sorga	abusive
nya menteri soeharto homo	abusive
gue tau culun takut orang ubah perlahan buruk	neutral
perang salib raja afrika babilonia peluk kristen tobaco peluk islam	neutral
kejar setor bangsat rupiah turun xfxfxxa	abusive
moga tindak lapor hadap nista agama adek armando laku langsung ketua front bela islam kh shobri lubis badan reserse kriminal markas besar polisi republik indonesia gambir jakarta pusat selasa waktu indonesia bagi barat perhaps	hate speech
bangkai hajar	abusive
onta mati minum	hate speech
uniform resource locator ahok tng waswas hidup	hate speech
sul teng ekses akibat sandera hutang cina ganti presiden presidenbaru tetapjokowiganti	hate speech
pride yunani xexbdxxcfxxcexbxcfxxcexbxcfxxcexbxcexbdxcexafxcexbhyperxcxphania keangkuhanharga dirikesombonganndikenal hubrisvanity harga ubah manusia sombong sombong manusia kutuk mata tuhandan manusia cinta	neutral
tuju hatinlogikaku hati tenangnaku logika hati sedih ku cari wasiat beliau tinggal asing asing mata manusia duhai	neutral
taji nya komisi berantas korupsi era initapi era komitmen berantas korupsi surat pemberitahuan tahun era susilo bambang yudhoyono	hate speech
admin tolol partai tololnpartai tolol orang tolol	abusive
ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak uniform resource locator	hate speech
video tenaga kerja asing malaysia kutip nyata	neutral
ppp buruburu tolak wacana pilih kepala daerah dewan wakil rakyat daerah	neutral
random pagi samper meja kerja pakai bedak biar muka bersih istri butek soalnyaningin ku pakai air wudhu ku kristen	neutral
gue kampret	hate speech
memek lonte sodok kontol gede	hate speech
jokowi mundur tutup uniform resource locator	hate speech
bicara itumulut bancibeli kaca lihat bro	abusive
amin rasisnada daninada ratna paiiitnada ontanada lobang anusnjdi takut oi wonkehabisan obat tenang	abusive
tunggu komando imam bejat cabul tai bir xfxfxdxbannape bawa ulamandasar banj sempak	abusive
kabinet beranta pecah belah rezim	hate speech
ih pintar orang politik kaca oi tampang kxcxak orang bego wkwk	abusive
partai demokrasi indonesia juang menang tekan usaha tambang target proyek impossible lelang murah antek cina ntb contoh partai demokrasi indonesia juang menang dasar bajing	abusive
percaya mulut buaya mu bawang	abusive
susilo bambang yudhoyono prabowo lawan mega jokowi peristiwa ulang partai demokrasi indonesia juang incumbent kalah mutlak susilo bambang yudhoyono jkwmegasby lawan prabowo mk pilih presiden selesai poros pilih presiden mk salah lawan	neutral
kayak banci kaleng gatot gaduh gentleman mundur saing pilih presiden lawan jokowi	abusive
bebal	neutral
indonesia negara populasi muslim dunia islam rupa musuh barat komunis hambat agenda merekaobviously	neutral
umuh persibnpersib kunyuknxfxfxxxfxfxxxfxfxx	abusive
film muslim pilih ahok mati salat jamin laris	hate speech
banu banu yahudi beda banu banu kristen suriah salah beda banu yahudi pakai eloah elohim yahwe suriah pakai alah allah	neutral
eh muka merah cendol setan cuaca nih panas	hate speech
berita saracen diframing katak tim prabowo aniessandi media tumpah sakit hati katak cebong ehe	abusive
giat bhayangkara bina aman dan tertib masyarakat brigadir polisi manajemen bas sekolah sihombing rabu april laksana sambang desa tatap muka pantau aman dan tertib masyarakat tuju pilih kepala daerah desa lobusiregar i di rumah rudi panjaitan helm siahaan hotman siahaan	neutral
sayang banget lihat perempuan kayak status tempel lakilaki haduhnnagita slavina blakblakan ayu ting ting kampung xexx viva uniform resource locator	hate speech
lupa kang umat katolik minoritas perhati gubernur golong golong	neutral
cebong bilang kemarin ngeyelnsitu paksa cebong	abusive
lemah gerindra orang iniprabowo turun elektabilitasnya congor fadli zon surat pemberitahuan tahun durno	abusive
selamat kartini kali raya makna kali 	neutral
foto bisu milik arti susah diartikansma susah diartikanmau putus	neutral
wkwk alam xfxfxxxfxfxxxfxfxxxfxfxx muncul grub wa an bani abdi had aka mbah mek kenal orang xfxfxaxaxfxfxaxaxfxfxa	neutral
ayah pres badar nuqaba boekkk nih hebat bidang agama takut natural killer tegur member lawak hambar lawak orang jom gerak gera badan chubby tu	neutral
orang anak pekan ilham dasar ekonomi deb gerak utama maju ekonomi bandar beliau allah ya rahman tun abdul razak ds malaysia pilih hogohundi	neutral
haha sialaaan nih nyata lapar presiden sikat doi	neutral
nasihat kali ugalan nih rezim eh negeri keburu ancornah ekonomi moral meni kacaoooooo	hate speech
alah silit kebelet kasihan orang sayang paknsetelah media sosial gue sadar satu instansi kemarinntar gue cerita duuuhhh xfxfxaxaxfxfxaxaxfxfxx	hate speech
iya cacat	neutral
rakyat makan aspal beton solusi jitu miskin ahli cebong tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme ganti presiden	abusive
baca harun yahya belot kubu yahudi freemason nyakdg suka percaya	neutral
maju ulama gerak tokoh agama indonesia ikut gus mus	neutral
mukidi terlalu percaya diri mudah keras keras nama	neutral
kemarin hujat harap dasar bani kampret	abusive
fitnah sila ban apollinaris darmawan alquran kitab sampah	abusive
monyet koloe bilang saudara ogah hidup hati comberan	abusive
body lufra scrub bahan dasar lidah buaya melembabkan kulit cahaya info body mass index	neutral
cacat	neutral
anut bumi datar xfxfxxdnsoalnya teori bumi bulat orang asing notabene musuh	neutral
becak warga binjai sita tenda tulis ganti presiden partai adil sejahtera radang bukti perintah panik takut	hate speech
jokowi mundur	hate speech
musyawarah nasional alim ulama ppp semarang hasil rekomendasi syarat kriteriakriteria calon wakil presiden damping jokowi romahurmuziy	neutral
cerah nya gagal anak ekonomi wkwk	neutral
kafan budaya yahudi umat islam klaim	neutral
rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi	hate speech
tanda nya pilih kepala daerah pilih presiden	neutral
misi bangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nojabarasyik asyikmnang	neutral
tabah pasang taufik puan nurliyana wajar contoh jom sumbang ringan beban pasang come on twitter do your pikir badan standar nasional bank islam nurliyana bosan abdul razif	neutral
apa sih tai doang belaganya langit karma idol flop gue tertawa keras	abusive
celeng kangen gue iya	hate speech
rang negeri budaya yuk unjung purwokerto mumpung even rakyat purwokerto ekstra vaganza banyumas	neutral
presiden dana taktis rakyat program perintah program bangun infrastruktur kip kartu indonesia sehat sertifikat tanah hutan sosial bahan bakar minyak harga padat karya	neutral
amin allah tim latih ular rawarawa sungai gede musuh buaya wkwk	neutral
maju maki mama bolot	abusive
gerombol kadal jidat gosongmmg suka ribut gerombol salah pura budekdasar gerombol cingkrang uniform resource locator	abusive
gentar takut hadap kafirxfxfxx	neutral
saracen akun kritis anggap saracen aneh jokowi	hate speech
bego teman gue najis kesal gue	abusive
kafir kristen ulah	abusive
tau bau bau cir sipit buluk	abusive
kayak pegang mucikari	neutral
guru tk darma wanita desa plumbon porong deklarasi anti hoaks benci isu sarah dukung pilih kepala daerah damai	neutral
anjir seram main xfxfxxxfxfxxc	hate speech
kayak bank bilang jual uang asingtukar rupiah	neutral
onta yaman ninnsetahun gue deportasi	abusive
hatihati berita pilih kepala daerah bau hoaks madiun madiun today thmadiun kotak karismatik madiun tolak cukai ilegal kunjung	neutral
anak cocot	abusive
xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxudah hoaks fahri ambil berita tuyg tong sampah ambil screenshoot tau berita	hate speech
mantap direct message baris serba guna bang	neutral
nyata lebah suka bunga makan bangkai gue penasaran madu nya kayak xfxfxax	neutral
indonesia mundur bentuk	hate speech
dongok bilang hacker haha	hate speech
haha blunder cebong protein energy malnutrition pusat alas ham rakyat aceh kali coba perintah bilang suruh hukum islam kaffah aceh dewan wakil rakyat a	abusive
bangsat gue selam	hate speech
dipancingpancing urus nista bicara paham fiksi kitab suci	neutral
cebong kacung teman gue dungu tulang sumjd buang energi debat merekaxfxfxx	abusive
partai korupsi sapigoblog	abusive
sinyal kontol pelihara niat login twitter doang susah open redtube setan	abusive
mata tak mau kafir wkwk	neutral
facebook anjir lupa	hate speech
bilang alah kontol	hate speech
nikita mirzani pakai hijab bicara cebang cebong fantasi uh ah cokorers	abusive
tatap alih arah enggan tatap pria curiga lagi pula kali gaduh suasana angie temu orang pria asing tidur sofa	neutral
lahir kembang gera komunis indonesia pisah buah organisasi nama indische sociaal democratische vereeniging	neutral
shaheizy wajah baharu calpis	neutral
serah balas fokus kerja kerja tugas proyek seni budaya langsung kumpul presentasi syukur nilai muas proyek	neutral
bro	neutral
laku bodoh masuk kategori menyenangkannnkelakuan sontoloyo menganggu bangsannkelakuan naif langsung bentuk intimidasi hadap ulamannkelakuan	abusive
monyet turun mukim warga cibadak sukabumi uniform resource locator	neutral
kotor bahagia warga cebong erti	abusive
giveaway taplak meja menang the rich chenle	neutral
buka busuk kubu anies sandi menang berkah uniform resource locator prabowo usaha cuci tangan	hate speech
wkwk bodoh bang	hate speech
kayak orang begobro tapimemangbego	abusive
menteri lingkung hidup dan hutan upaya perata ekonomi tora kawasan hutan hutan sosial tribun medan	neutral
mahfud md allah subhanahu wa taala berang bangsa ajak buang islam	abusive
orang bego minum makan kotor onta otak nya somplak	abusive
kuak strategi kampanye tim menang anies sandi uniform resource locator	hate speech
warga badui selesai tradisi seba pendopo perintah kabupaten lebak temu gubernur banten wahidin halim sabtu sebabaduy	neutral
lembaga anti korupsi bubar sentuh kuasa gilir komisi berantas korupsi partai demokrasi indonesia juang partai politik kuasa pulang otot bubar komisi berantas korupsi	hate speech
mas sudut salah agama bahayaitulah rocky cerdik susun kalimat antas dgunakaninti kasih tau erti fiksi sbenarnyaayolah mas nya i	neutral
dukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah t sadar asing kabur bawa uang dukung pribumi anjing mustahil asing pribumi diam sogok mental kacung uniform resource locator	abusive
rabun budekngue tulis ngomongnxfxfxxxfxfxx	abusive
bismillah tahan sepo kutuk	hate speech
brahahahaaa cebong nya ahoker xfxfxaxaxfxfxaxa cebong cebok xfxfxx	abusive
update status bikin tugas selesai jancuk jembut	hate speech
muslim jabat negara tindak bangsa negara	neutral
ikan sembuh sakit selamat bagus laik jual pisah seleksi ikan cacat permanen pelihara nnkesehatanikanncc	neutral
arti pribumi sadar lihat kecuali samasama cina komunis misionaris abai twit usir cina indonesia	hate speech
presiden tuduh rezim anti islam negeri umat uniform resource locator	hate speech
manusia bangsat	abusive
cina kenal wisata haram indonesia haha	hate speech
prabowo partai adil sejahtera bib asyik anggap antek prabowo antek partai adil sejahtera hidup dramatis	hate speech
sahabat salahlovren bukti beda suku agama ras halang bina hubung umat manusia beda warna jalin teman terima kasih lovrensalah  favorit best friend forever bro	neutral
laemeskipun turun turun ideologi partai komunis indonesia lekat jiwa	neutral
kesal rokok motor iya kadang pengap tutup macetxexxa	neutral
maaf kunyuk bronnenak banget rasan merekasebar hoaks maafsebar hoaks maaf laginnmesti sapu biar jera nih orang uniform resource locator	abusive
halo warga jakarta wakil kepala dinas tanam modal dan layan padu satu pintu provinsi daerah khusus ibukota jakarta denny wahyu haryanto wakil wakil gubernur provinsi daerah khusus ibukota jakarta buka acara junior chamber international jci indonesia nasional event setia layan jakarta	neutral
kuat jaring gubernur tekan kuasa state of the art knowledge bahasa rantau indonesia	neutral
pandang tuan guru bajang hadap agama politik	neutral
sedia berengsek	abusive
susilo bambang yudhoyono presiden ri khofifah emil masyarakat no bagus	neutral
dungu orang ganti presiden tau mikiiiir	abusive
bokep cewek bispak bandung ngentot crot xfxfxxnndownload full uniform resource locator uniform resource locator	hate speech
kampret complain raga tanggap fuck	abusive
kayak jablay grand theft auto jemput pakai mobil	abusive
lihat memek tante	hate speech
kerja musuh dakwah islam bubar hati rakyat hak lengser jokowi kodok tukang citra	hate speech
ha lengkap orang bukti goblok	abusive
xexxctidakxexxd salah orang khalifah rasyidin xexxckami rang orang kafir merekaxexxd xexxckalau orangorang munafikxexxd xexxctidak orang munafik	neutral
suka nete uji nasional maklum	hate speech
nek lihat match chelsea menang mudah manchester united iya embuh chelsea kacrut ki enggak bisa prediksi xfxfxx	abusive
ya kali tentara nasional indonesia suruh urus sampah plastik xfxfxx	neutral
khawatir manuver politik bijak laku rezim moga negara satu republik indonesia cinta amin	neutral
madi arya lapor rocky gerung polisi serius kitab suci fiksi rocky nyata salah hina tunggu anut agama a anggap kitab suci	neutral
bajing tengik	hate speech
pakai buruh cina rakyat pnganggurandasar rejim kodok	abusive
rupiah haneul cute pacar perekyang on retweet	hate speech
bilang anti asing asengnda tau wkwk	neutral
suriah sekolah radikal rakit bomplg indonesia pklya aman	neutral
kadang hidup kayak tai kadang berak orang beres tainya tangan yxexxa	hate speech
ih banci selotipan xfxfxx	abusive
haha kalah nih iya orang jahat kalah	hate speech
gubernur zaman now gusipulputi ganjar yasin djarotsihar hasananton kosterace nurdinsudirman karolingidot keanekaragaman budaya suku agama sungguh kaya djarot hadap rakercabsu	neutral
cinta orde baru meng idola prabowo hary tanoe	hate speech
tantang buka dada eh setan habis kamus lawan kenegarawanan joko widodo presiden ri stresssssss nih hati kena strok serang jantung rakyat indonesia hilang badut politik merdeka	abusive
belah duren yaaaangak dunguya cebongxfxfxxxfxfxxnmaaf	abusive
orangorang yahudi nasrani al kitab taurat injil kenal muhammad	neutral
bubar hati front bela islam uniform resource locator	hate speech
ahok verbal keras lampias lari lelaki lunak	hate speech
teman kantor langgan cadar langsung bilang awas bom hela nafas xfxfxxaf	neutral
pantat nih tusuk ditusuknxfxfxxopen bo wa gay berondong massage boy gay jakarta gay yogyakarta gaytanggerxexxa	hate speech
ancam bunuh presiden republik indonesia mas mesti lapor tegak hukum tindak ancam bunuh kepala negara	neutral
kayak orang nyosor nete	hate speech
ngewe	hate speech
jebur cebur	hate speech
partai adil sejahtera ulang tahun balai kota rr bicara calon presiden balai kota ganti nama balai politik 	neutral
rencana seret adil ham pbb uniform resource locator	hate speech
bijak barang konsumen laku barang rusak cacat produksi konsumen puas produk hitung tanggal pembeliannhauzminiquiz hauzidnyuk ikutannuser	neutral
kisah hidup muhammad lengkap unduh	neutral
jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi negara satu republik indonesia usir	hate speech
we pipis onta cecer mari bau pesing	hate speech
di sini teriak lantang perintah pro asing lebih dahulu pas tawar bantu asing bikin posko inti kompor keluarga korban perintah bilang	neutral
mari berjuangsampai jokowi lantik gentar takut mata benang leher ujung tombak perut nntidak surut langkah kitantidak bisu suara kitantidak	neutral
kayak monyet	hate speech
survei metro televisi jokowi menang presiden hitung kalah salah judul maksud jokowi menang sumber zie bajrie	hate speech
cuba tegak anime nih karakai jozu no takagisan nak feeling feeling cinta monyet zaman sekolahmemang throwback habis uniform resource locator	neutral
seru pesta budaya derau kuta kartanegara	neutral
kontak retweet yanbanyak banget kenal tante jilboobs sangenini nama tante dea oxexxa	hate speech
debat publik ajang bukti pintar ruang akademik pamer indah orang kuat lemah egosentris nama kuat tahan l	neutral
duduk istana negara lengser jokowi salamtahun	hate speech
hebat sibuk citra baca nih	hate speech
muslim hina iblis betina nista syariat	abusive
baby kafir buddha teroris myanmar	abusive
indonesia merdeka indonesia jajah orang cina takbir allahu akbar uniform resource locator	hate speech
politik hanta yudha pasang calon no nya jawa tengah jawa tengah gayeng tetap jokowi	neutral
jongos nista agama ahok sok sok ngong saramajikan nya tebar sara astagfirullah tobat	abusive
follow beli katolik akun prof wawas berbangsaterima kasih	neutral
bejat cabul kecut onta iya	abusive
wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil	hate speech
adi gaya kayak beruk supir tembak metromini masuk dprnkampungan	abusive
km mainstream mengaartikan pintar pintar relatif gantung bawa erti surat pemberitahuan tahun pintar mengundeeestimatekan orang gue pintar komen rejim now pintar mangkrakan janji doang somaking	hate speech
gue dongok	hate speech
ih masak sampah xfxfxxaxfxfxxaxfxfxxa	neutral
gue pukau ganti presiden	hate speech
aspirasi lina sumedang calon gubernur jabar berantas rebut laki orang resah hidup warga desa	neutral
yaelah chat urus lihat mesum anggota dewan wakil rakyat diam nyata selingkuh pura budek bong otak	abusive
takut cina party dap bimbang paham bawa	neutral
cermin pecah kaca	neutral
langsung tag partainyanga berani arti banci	abusive
awwww comel nya asing warna	neutral
islam manusia idealis realistis hidup lupa ajak kerja keras ajak istirahat	neutral
kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k	abusive
agama katolik katolik nusantara agama kristen protestan kristen protestan nusantara agama hindu hindu nusantara agama buddha buddha nusantara	neutral
bas teknologi digital presiden sistem betulbetul jalan langsung ramah ratas	neutral
ah asa hibur cebong bahagia presiden cebong tol cebong germo xfxfxxxfxfxxxfxfxx	abusive
resah presiden hidup penuh drama citra main film televisi joko judul uniform resource locator	hate speech
agama kristenngolongan darah bnasal san fernando valley	neutral
buddha bunuh muslim myanmar	hate speech
yahudi bangkai jerman ibadah	abusive
papa minta ketua fraksi rakyat nya setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat	hate speech
cina	neutral
hoaks kodok biawak roket sekop bangsat karbitan munafik ganti presiden presidenbaru tenggelamkanjokowikesungaisiak	abusive
ribut komunis bla bla emoh baca baca niat agitasi serang perintah pakai cari simpatisan	hate speech
presiden jokowi harap skema kerja laku pembangunanpembangunan	neutral
pilih umum langsung biar pilih presiden dewan wakil rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden gubernur prestasi maju calon presiden gubernur	neutral
vital gimanaudah inter bek kanan beda era maicon dambrosio cancelo bagusnyanhmmmmberarti simpul geblek ausilio xfxfxxxf	abusive
nama agama munafik	abusive
contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi	hate speech
cium bau bau pecun uniform resource locator	hate speech
henti konsumen wisata haji rumah tipu produsen wisata jiarah indonesia	hate speech
buru nazi simon wiesenthal pegang fotofoto gambar mantan kepala gestapo laki laki rauf buah van kamar gas gerak eksekusi orangorang yahudi	neutral
caci maki nista agama nyata poligami umpet ogah	hate speech
bubar negara satu republik indonesia harga mati	hate speech
baikbaik royson jokowi kacung guannitulah alas fundamental rezim sengaja masuk debt trap komunis cinannso wajib ganti presiden	abusive
wkwk mampus pepet uji ah	hate speech
gubernur jaman now anti hoaks sebar isu ganjar yasin menang ganjar yasin kami ganjar yasin	neutral
azan televisi panggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan	abusive
laku bani cebong	abusive
baju yahudi top bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga nih out of place mohon rajam	neutral
gue ge marah auto daftar hitam hidup guennsampah daur ulang	neutral
anjir bekas silit	hate speech
cebong panas ngawur xfxfxxxfxfxx	abusive
amin moga tampil sumbang medali sumatra selatan	neutral
gubernur zaman now gusipulputi ganjar yasin djarotsihar hasananton kosterace nurdinsudirman karolingidot keanekaragaman budaya suku agama sungguh kaya djarot hadap rakercabsu	neutral
bingkai bangkai ajar hidup	neutral
